,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
3193,4856,Cat Chaser,1989,Action,86,United States,Abel Ferrara,"Peter Weller, Kelly McGillis, Charles Durning, Tomas Milian, Frederic Forrest",5.5,5.0,6.0,22,"George, a Miami hotelier, goes to Santo Domingo to track down a young guerrilla who saved his life; instead he finds himself in the midst of the shady dealings of General De Boya, whose wife Mary was a flame of George himself. There is a lot of money involved that everyone would like for themselves. It doesn't take long between Mary and George for the understanding to be reborn. Old and new names in and around Hollywood for this action adventure signed by a still little known Ferrara.",,0,3,0,2,1
3196,4866,The Shadow Riders,1982,Western,91,United States,Andrew V. McLaglen,"Tom Selleck, Sam Elliott, Ben Johnson, Geoffrey Lewis, Jeff Osterhage",5.4,6.0,5.0,6,"Returning from the Secession war, fought on opposite sides, two brothers discover that their family has been kidnapped; thus they set out on the trail of relatives. TV meatloaf based on a novel by Louis L'Amour. The director, son of actor Victor McLagen, a favorite of John Ford, makes use of two other ""Fordians"" such as Harry Carey jr. and Ben Johnson.",,0,0,0,0,0
3198,4869,Stagecoach,1939,Western,99,United States,John Ford,"John Wayne, Claire Trevor, John Carradine, Thomas Mitchell",8.8,9.0,9.0,244,"A stagecoach leaves from Tonto to Lordsburg. On board are a prostitute, the pregnant wife of a military man, a cheater, a swindler and an alcoholic doctor. The gunfighter Ringo joins the street. But along the way, under the attacks of the Indians, this humanity of sinners will find redemption. The officer's wife gives birth thanks to the doctor, and Ringo faces a decisive shooting with the Plummer brothers. The founding film of the modern western, and one of the classics in the history of cinema. An action film with characters that have the mythical, and a film already full of Ford's religious symbolism. Dudley Nichols' screenplay is vaguely inspired by Maupassant's ""Boule de suif"" (in the character of the prostitute). It was the film that John Wayne launched: his entry on the scene, with the saddle over the shoulder, is royal.",,1,4,2,3,0
3217,4912,Firecreek,1968,Western,104,United States,Vincent McEveety,"James Stewart, Henry Fonda, Gary Lockwood",5.9,6.0,6.0,25,"A band of adventurers, made up of ex-military demobilized after the civil war, arrives in a remote village. Since the sheriff is temporarily away, the thugs rule by committing all kinds of abuses and persecuting a young Indian girl. But, when the sheriff returns, the country rebels.","A modest twilight western that tries to combine the classic soul of the American genre with certain excesses of the spaghetti vein. Fonda in the role of the villain recovers the Frank of ""Once upon a time in the West"", but in this case we miss Sergio Leone a lot behind the camera.",0,2,1,1,0
3226,4926,Certain Fury,1985,Action,87,United States,Stephen Gyllenhaal,"Tatum O'Neal, Irene Cara, Nicholas Campbell, Peter Fonda",5.0,6.0,4.0,6,"After the roundup there is a hearing. The girls taken by the police are in front of the judge when two of them turn against the policemen and, in the ensuing confusion, two others manage to escape into the basement. I'm Scarlet, a brusque prostitute, and Tracy, a decent girl arrested by accident. At that point the hunt begins.","Gyllenhaal is the director of good intentions: even the recent ""The Black Heart of Paris Trout"" was on the best card of the result. With ""Ore 13"" you don't get bored, and that's already something. Irene Cara is the lead singer of ""Fame"" and ""What a Feelin '"".",1,1,1,0,0
3236,4940,Fort Yuma,1956,Western,78,United States,Lesley Selander,"Peter Graves, Joan Vohs, John Hudson, Joan Taylor",5.7,6.0,5.0,4,"Apache Indians are besieging Fort Yuma. A caravan of unsuspecting settlers is heading towards the fort led by a white scout, Keegan, and an Indian. The contrasts between the white and the Indian are very strong, also due to Keegan's harshly racist attitude. The death of the girl, with whom the white is in love, and the approaching of the decisive confrontation with the Apaches brings together the two men who face the decisive confrontation together.","Low-cost Western by Lesley Selander, one of the most prolific directors of the American B series. The pace is pressing and makes you forget the modesty of the actors.",0,2,0,2,0
3237,4941,Lost Horizon,1937,Adventure,118,United States,Frank Capra,"Ronald Colman, Jane Wyatt, Edward Everett Horton, Thomas Mitchell",8.3,8.07,9.0,89,"The English consul in China tries to escape together with some compatriots, including his brother, to avoid the conflict between China and Japan. Their plane is hijacked and crashes into the mountains of Tibet: there the group accidentally discovers the mythical city of Shangri La, where people live happily. The old Lama who governs the city is dying and would like to entrust the command to the consul: but the man, pushed by his companions, tries to escape. In the end, only he survives and decides to go back. A goat's tale that is a kind of escape from history, a search for happiness and peace outside of everyday life. Based on a James Hillton novel, the film won Academy Awards for Production Design and Editing. A bad musical remake was made in 1972.",,1,2,1,2,0
3238,4942,When Time Ran Out,1980,Action,121,United States,James Goldstone,"Paul Newman, Jacqueline Bisset, William Holden",4.8,4.0,6.0,14,"An island in Hawaii is in danger of exploding due to an erupting volcano, which was also thrown into turmoil due to the drilling of the subsoil carried out by a company looking for ""black gold"". The first building to suffer the destructive consequences of the lava is a luxury hotel where American tourists and businessmen stay.","Very modest disaster film directed by Goldstone, who did better with ""Rollercoaster"" (1977). Known situations, stars who do the bare minimum, cheesy special effects. As often in these cases, above all the script is missing.",0,2,0,2,0
3239,4944,Mackenna's Gold,1969,Western,128,United States,J. Lee Thompson,"Gregory Peck, Omar Sharif, Telly Savalas",6.2,5.75,7.0,51,"Sheriff Mackenna has found the map to reach a fabulous treasure hidden in a canyon. The Colorado gang forces him to take them to the field. A bit cumbersome Western, despite its spectacularity.",,0,2,1,2,1
3240,4945,Gold of Seven Saints,1961,Adventure,89,United States,Gordon Douglas,"Clint Walker, Roger Moore, Chill Wills",6.5,6.0,7.0,4,"Two Colorado hunters, Rainbolt and Garrett, accidentally discover a rich deposit of gold nuggets. This is the beginning of their troubles, between a bandit who assaults them with his men (and are saved by the providential intervention of a doctor), a second band of outlaws led by an old friend of Rainbolt, the murder of the doctor, the torture of Garrett to reveal the hiding of the gold, and other vicissitudes. And when everything seems to have ended for the best ... Despite some length and some excessive descriptive complacency, the film presents itself as a decent entertainment product, flavored with an ironic ending.",,2,2,0,2,0
3262,4982,Somewhere in Time,1980,Fantasy,104,United States,Jeannot Szwarc,"Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright, Bill Erwin, George Voskovec, Susan French, John Alvin, William H. Macy, Sean Hayden",5.3,5.0,6.0,14,"Richard, a famous playwright, discovers that he had a burning and unfortunate passion in a previous existence, and is able to relive it by taking a leap seventy years back in time. Cracked mess written by a great science fiction writer like Richard Matheson, who here launches himself into new age stunts. Very confused Reeve.",,1,2,0,1,0
3268,4995,Master of the World,1961,Fantasy,102,United States,William Witney,"Vincent Price, Charles Bronson, Mary Webster, Henry Hull",6.4,6.5,6.0,21,"In the middle of the last century an inaccessible Pennsylvania mountain has sudden eruptions and mysterious manifestations that terrify the population. A search party enters the crater and finds a tyrant who dominates the mountain with a warship sailing in the inland sea and a spaceship. Based on two novels by Giulio Verne (The master of the world and Robur the conqueror) written by Richard Matheson, the film has a taste of naive fantasy, with period scent, and amusing cinematic solutions in the use of tricks. The dark Vincent Price is the tyrannical captain, Charles Bronson the young hero.",,1,2,0,3,0
3311,5068,Night Passage,1957,Western,90,United States,James Neilson,"James Stewart, Audie Murphy, Elaine Stewart, Dan Duryea, Dianne Foster",7.0,7.0,7.0,26,"Grant McLaine, justice of the peace, is tasked with confronting a gang of outlaws that rage across the territory by repeatedly assaulting trains. The Band also includes Grant's brother, Utica Kid. During the umpteenth robbery, the judge is wounded, but still chases the bandits, who have taken the wife of the railway director hostage. Grant joins the gang and, before the final confrontation, tries to convince his brother to change his life. Discreet ""psychological"" western. Initially Anthony Mann should have directed it, but he found the script too weak.",,1,4,2,4,1
3321,5086,Oregon Passage,1957,Western,82,United States,Paul Landres,"John Ericson, Lola Albright, Edward Platt, Jon Shepodd",4.3,4.0,5.0,3,"Ever since Lieutenant Niles Ord kidnapped a girl from his tribe, Little Elk, for the purpose of marrying her, the relentless Black Eagle Indian chief has no rest. The opportunity presents itself with the arrival at the fort of Major Dane, accompanied by his wife Sylvia, who ends up in the hands of the Indians.","Good and bad, losers and winners, everything is very clear from the beginning to the end, in homage to the most rigid and simplified stereotypes of the genre.",0,2,0,1,0
3331,5099,Fort Vengeance,1953,Adventure,75,United States,Lesley Selander,"James Craig, Rita Moreno Keith Larsen, Reginald Denny",4.9,4.0,6.0,8,"Brothers Dick and Andy Ross take refuge in Canada, after the latter kills a man in a fight, and join the Redcoats police force. But Andy is a bad guy who takes advantage of his position to commit, unpunished, many serious crimes. His brother Dick, on the other hand, scrupulously fulfills his duty as a representative of the law. On the traditional lineage of many western films, both as regards the relationship between whites and aborigines and the progression of events, the film plays a lot on the Canadian setting. Pure B.",,0,2,0,1,0
3411,5226,Planet of the Apes,1968,Fantasy,92,United States,Franklin J. Schaffner,"Charlton Heston, Linda Harrison, Roddy McDowall",8.2,8.13,8.0,258,"In 3972, some astronauts who have traveled at extraordinary speed arrive on an unknown planet. Here they must work hard not to become subjects of experiments and vivisection by evolved monkeys who have replaced humans (still existing, but considered as beasts) as the dominant species of the planet ...","Based on the novel by the French writer Pierre Boulle (the author of _Bridge over the river Kwai) _, the film is pervaded by a subtle sense of anguish for the future, beyond the curiosity for the singular setting. Remade in 2001 by Tim Burton.",1,3,3,4,1
3429,5257,Little Monsters,1989,Horror,103,United States,Richard Alan Greenberg,"Fred Savage, Howie Mandel, Ben Savage, Daniel Stern",5.8,4.0,8.0,3,"A little boy discovers that under his bed there is a lively and mischievous monster. The two quickly become friends, but relations with the rest of the world are difficult. A bit similar to Beetlejuice, it ends up around Freddie Kruger.",,1,1,0,2,0
3434,5264,Video Kid,1991,Adventure,90,United States,Todd Holland,"Fred Savage, Christian Slater, Beau Bridges, Jenny Lewis, Luke Edwards",6.3,6.25,6.0,29,"Jimmy and Corey are two brothers aged nine and thirteen. After the separation of his parents, Jimmy runs away from home. Corey sets out on his research, remembering that his brother always pronounced the word California. On the way he meets Haley, a boy who helps him overcome some difficulties. When they find Jimmy, they discover that he is a video game ace. Together they leave for Los Angeles where the national championship is held. More playful than educational, but (at least for adults) it's not much fun.",,1,2,0,1,0
3435,5265,Little Big Man,1970,Western,142,United States,Arthur Penn,"Dustin Hoffman, Faye Dunaway, Martin Balsam, Chief Dan George",8.5,8.55,8.0,155,"Jack Crabb grew up raised by a Cheyenne chief after a Red Indian rescued him following a raiding attack. As an adult, he tries to live in white society and ends up enlisted among Custer's soldiers; escaped after an absurd and useless massacre of Indian women and children, he takes back his uniform only to be able to kill the general, but in Little Big Horn the Sioux warriors precede him: he will be the only survivor of the battle.","Great performance by Hoffman in this famous western ""against"", which restored to the native Indians all their dignity as a people first offended and then denigrated, but it was above all a reflection on the crisis of a nation and its founding stories. Desecrating, picaresque, but also poignant.",1,3,3,3,1
3436,5266,One Little Indian,1973,Adventure,90,United States,Bernard McEveety,"James Garner, Vera Miles, Jodie Foster, Clay O'Brien",5.5,4.0,7.0,4,"An Indian boy who escaped the extermination of his tribe, a camel and an army corporal, who escaped a period of jail, cross the desert.","Pick any animal at random, you'll find that Disney has already made a movie about it. Garner and Foster will reunite in ""Maverick"". She grew up and he aged a lot.",2,3,2,2,0
3459,5301,The Tall Stranger,1958,Western,81,United States,Thomas Carr,"Joel McCrea, Virginia Mayo, Barry Kelly",6.3,6.0,7.0,7,"A Northern veteran defends a caravan which he joined by chance. Played by Joel McCrea, a specialist in the genre and based on a novel by Louis L'Amour.",,0,0,0,0,0
3461,5303,Piraña,1978,Horror,95,United States,Joe Dante,"Bradford Dillman, Heather Menzies, Kevin McCarthy",7.1,7.27,7.0,80,"The dr. Hoak has developed an unusual weapon: it is a new species of carnivorous fish that can live in both fresh and salt water. Paul and Maggie inadvertently spill them into a river; for the bloodthirsty fish the party begins, but the two responsible for the trouble are busy to make up for it.","Scripted by director John Sayles, it is the second feature by the author of ""Gremlins"". Inspired by the ""Shark"", this is a catastrophic film, low budget, well written and made. Nervous style and excellent special effects strike rightly low, while a satirical subtext on the idiocy of the poeter flows.",1,3,2,3,1
3468,5311,Hurricane Smith,1953,Adventure,90,United States,Jerry Hopper,"Yvonne De Carlo, John Ireland, James Craig, Forrest Tucker",5.8,6.0,6.0,5,"Having been shipwrecked, Hurricane Smith can reach an island in the South Seas with his friends, O'Hara and Brundage. The sailor who knows the hiding place of a marvelous treasure needs a ship to go and unearth it. Through a ruse he seizes the ship of Captain Raikes, a fearsome slave trader and sets sail for Australia. The three who need money to be able to hire a crew come across Gorvahlsen also in search of the treasure.","Directed without jolts by Jerry Hopper with a cast below expectations in which, however, Yvonne De Carlo stands out.",0,2,0,2,0
3478,5324,Gun Point,1965,Western,90,United States,Earl Bellamy,"Audie Murphy, Joan Staley, Warren Stevens, Edgard Buchanan",5.9,6.0,6.0,10,"Sheriff Chad is treacherously hit by his deputy, former Captain Holt who manages to go unnoticed, while trying to block a train awaited at the gate by a band of bandits. The robbery is successful, Holt and Chad himself return to town. Here they find a desperate situation, because the non-arrival of the gold transported on the train has sent all the banks into crisis.","A rather conventional western, with some good ideas and with Audie Murphy on the boulevard of the melancholy sunset.",0,3,2,3,1
3481,5328,Arizona Raiders,1965,Western,90,United States,William Witney,"Audie Murphy, Michael Dante, Ben Cooper, Buster Crabbe",6.0,6.0,6.0,21,"Of an Arizona band of outlaws, two are captured, while the others manage to escape. Captain Andrews has recourse to the collaboration of the imprisoned bandits and in the meantime sentenced to forced labor to solve the problem definitively. But even so it will be a far from simple undertaking. Heroisms, betrayals and many shootings: a western like many others.",,0,2,0,2,0
3483,5331,Heaven with a Gun,1969,Western,101,United States,Lee H. Katzin,"Glenn Ford, Carolyn Jones, Barbara Hershey, David Carradine",5.9,6.0,6.0,19,"Jim Killian (Ford), a mature cowboy, gets into a fight with Asa Beck, a large cattle farmer who opposes sheep farmers for grazing reasons and who has a son, Cokes, bully and rogue. Killian adapts a former stable to a church and becomes a shepherd of souls preaching reconciliation and coexistence, finding many difficulties. A film with some traits of originality in the story, but of extreme simplism.",,1,2,1,2,0
3484,5332,The Shootist,1976,Western,90,United States,Don Siegel,"John Wayne, Lauren Bacall, Bill McKinney, James Stewart, Sheree North",7.7,7.81,8.0,111,"John Bernard Brooks, a famous gunfighter by now old and seriously ill, decides to face three of his bitter enemies one last time before dying. He then returns to Carson City to implement his plan, but has to deal with the local sheriff who is openly hostile to him. John will have his last duel: killed his rivals, but wounded in turn by betrayal, he dies perpetuating his own legend. Wayne resigned and also debilitated by the disease as the tired gunslinger nearing the end to celebrate the myth of the West - and the western film - and its decline. It is the last film played by the actor.",,1,2,2,3,0
3486,5336,The Magic of Lassie,1978,Adventure,96,United States,Don Chaffey,"James Stewart, Mickey Rooney, Stephanie Zimbalist, Michael Sharrett",5.7,6.0,5.0,9,"Ten-year-old Chris and his sister Kelly live with their grandfather and dog Lassie. A landowner wants to buy his grandfather's vineyard and, faced with his refusal, blackmails the family by taking the dog away on the basis of a forged ownership document. The recipe has the usual ingredients, taken from the decades-old Lassian saga; the vibe is Disney-for-families. The only curiosity is the presence of two old stars like Rooney and especially Stewart (one of his latest appearances).",,1,2,0,1,0
3514,5377,Shakedown,1988,Action,96,United States,James Glickenhaus,"Peter Weller, Sam Elliott, Patricia Charbonneau, Blanche Baker",6.9,8.0,6.0,8,"Roland Dalton, a successful lawyer and betrothed to the rich and charming Gail, decides to help his ex-girlfriend Susan who has embarked on the defense of a drug dealer accused of the murder of a policeman. In reality, Roland should definitely not get involved in what is likely to become an uncomfortable and negative case for his brilliant career. But Susan is definitely pretty while Gail, despite her charm and money, is one who believes Jimy Hendrix was a heavy-metal singer.",This is undoubtedly the best film made by James Glickenhaus mainly thanks to Peter Weller and Sam Elliot.,1,3,0,3,1
3518,5384,Poltergeist,1982,Horror,113,United States,Tobe Hooper,"Craig T. Nelson, JoBeth Williams, Heather O'Rourke, Dominique Dunne",7.1,6.94,7.0,191,"Her parents, Steve and Diane Freeling, can't help but worry when they find Carol Anne talking to herself with the device. Then she disappears, swallowed by the same TV and, from that moment, strange presences from the underworld begin to manifest themselves in the house.","Monsters come out of the TV and the effect is chilling. The presence of Spielberg, screenwriter and producer, is felt, but the visionary touch, even if tamed, is of Hooper, one of the greats of '70s horror.",1,3,1,3,0
3520,5388,A Force of One,1979,Action,90,United States,Paul Aaron,"Chuck Norris, Jennifer O'Neill, Clu Gulager, Ron O'Neal",4.7,5.0,4.0,8,"A deadly new drug is spreading on the California coast. But the traffickers are defeated by a martial arts cop who has the expressionless face of Chuck Norris early in his career. The director is Paul Aaron, but, to tell the truth, nothing changes and the story has nothing original. Follow-up to ""Commando Black Tigers"" by Ted Post, director and producer of some successful TV series.",,0,2,1,1,0
3526,5395,Cariboo Trail,1949,Western,80,United States,Edwin L. Marin,"Randolph Scott, Gabby Hayes, Bill Williams, Karin Booth",5.3,4.0,7.0,5,"Jim and Mike are carrying a herd to English Columbia. The former hopes to find green pastures, the latter is more attracted to the gold found in the region. At a bridge they are forced to confront the men of Walsh's gang. They both get out alive, but they lose the cattle and Mike also loses his arm, which Jim secretly blames. A completely negligible second-rate western.",,0,1,0,2,0
3556,5438,Run for the Sun,1956,Adventure,99,United States,Roy Boulting,"Richard Widmark, Jane Greer, Trevor Howard",6.3,6.0,7.0,4,"Due to a plane crash, a writer living in Mexico and a journalist end up in the hands of a trio of former Nazi criminals hiding in the jungle.Third version, but this time in technicolor and with the screenplay by Dudley Nichols, of The Most Dangerous Game. Nothing to do with Schoesdack's original, but the story remains compelling.",,0,0,0,0,0
3557,5440,Predator,1987,Action,104,United States,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo, Bill Duke, Jesse Ventura, Sonny Landham, Richard Chaves, R.G. Armstrong, Shane Black, Kevin Peter Hall",7.5,7.22,8.0,322,"Dutch is a former CIA agent hired for a special mission: he must free a politician kidnapped by guerrillas in the Central American jungle. The mission is accomplished, but on the way back Dutch and his men make the acquaintance of a mysterious and ferocious entity. One by one, everyone on the team falls, except Dutch.","Narrative pretense for the exhibition of (good) special effects. Schwarzenegger moves at ease in this comic-book dimension, even unleashing some glimmers of irony.",1,4,2,4,1
3560,5444,Mother Lode,1982,Western,97,United States,Charlton Heston,"Charlton Heston, Kim Basinger, Nick Mancuso",5.2,6.0,4.0,24,"George Patterson went missing looking for gold in a remote region of Canada. In search of him, Jean Dupré (Mancuso) and Andrea Spalding (Basinger) come across the two old and sounded McGee twins (both played by Charlton Heston) who exploit a gold mine, the craziest of which is Silas. He does all he can to eliminate the intruders, as he has already done with Patterson. Pleasant revival of the glorious western genre. Charlton Heston is on his second and most successful directing experience, ten years after In the shadow of the pyramids, and he also enjoys playing two strongly characterized roles.",,1,2,1,2,1
3562,5447,Abilene Town,1946,Western,89,United States,Edwin L. Marin,"Randolph Scott, Ann Dvorak, Edgar Buchanan, Rhonda Fleming",6.0,6.0,6.0,5,New settlers against old cowboys during the Civil War. Western series for Scott in his period of maximum fortune.,,0,0,0,0,0
3568,5456,The Omen,1976,Horror,111,United States,Richard Donner,"Gregory Peck, Lee Remick, David Warner, Billie Whitelaw, Harry Stevens",7.1,6.8,7.0,124,"He discovers that his adopted son is the antichrist, and tries to suppress him. There is show, but little originality. A truly remarkable suspense, excellent actors and a dull and suggestive photography. The film had three sequels, the first of which was The Curse of Damien.",,0,2,1,4,0
3583,5475,Timbuktu,1958,Adventure,92,United States,Jacques Tourneur,"Victor Mature, Yvonne De Carlo, John Dehner",5.9,6.0,6.0,6,"During the Second World War, in French Sudan, a European officer appointed commander of the Timbuctou outpost is involved in the Arab nationalist rebellion. At stake are the commander of the French garrison Colonel Dufort, his wife and Conway, an American adventurer. The commander exploits his rival's passion for his wife in order to sow discord among the Arab leaders and prevent the revolt.","Mediocre both the cast and the production. The film never came out in France, so as not to offend the sensitivity of the French engaged in the Algerian war.",0,2,0,2,0
3584,5476,Garden of Evil,1954,Western,100,United States,Henry Hathaway,"Gary Cooper, Richard Widmark, Susan Hayward, Cameron Mitchell",7.4,7.45,7.0,43,"Fuller gets stuck at the bottom of a mine: the vault collapsed on him as he searched for gold. The wife goes to town to find help. He comes back with four animated adventurers of the most diverse purposes, but the woman uses her charm to keep the tension between them high so that no one prevails.","A surprising western, directed by an ""underground"" master of American cinema. In this ballet of different male personalities, the one that stands out most is the woman, Susan Hayward, perhaps the only one able to counteract the wild destiny. A few hints of mèlo do not upset the dryness of the whole. Excellent protagonists Widmark and Cooper. But beware of Victor Emanuel Mendoza, who when he dies screaming his anger at the sky writes a great acting page in the cinema.",0,2,0,3,0
3592,5489,Allegheny Uprising,1939,Adventure,81,United States,William A. Seiter,"John Wayne, Claire Trevor, George Sanders, Brian Donlevy",5.8,6.0,6.0,18,"A colony of pioneers fights the smugglers who supply the Indians with weapons. Wayne's ""serial"" period Western, who is here in the company of his female ""shoulder"" in ""Red Shadows"", Claire Trevor.",,0,2,0,2,0
3597,5496,Prince Valiant,1954,Adventure,100,United States,Henry Hathaway,"Robert Wagner, Janet Leigh, James Mason, Debra Paget",7.7,8.0,7.0,14,"The young Viking prince Valiant, son of the Christian Aguar, king of Scandia, ousted by Slaigon, is sent to the court of King Arthur to become a knight. Arriving at his destination, he has to deal with duels, deceptions and evil knights and also finds time to fall in love with a princess.","Very grandiloquent, and quite successful, attempt to bring to the screen the exploits of Prince Valiant, a comic drawn in 1937 by Hal Foster. Screenplay by Dudley Nischols and music by Franz Waxman.",0,2,0,2,0
3602,5503,The War Lord,1965,Adventure,120,United States,Franklin J. Schaffner,"Charlton Heston, Richard Boone, Rosemary Forsyth, Guy Stockwell",6.3,6.0,7.0,23,"In the eleventh century, the men of the Norman and Christian Chrisagon repel an invasion of the Celtic village by the Frisians. Chrisagon falls in love with the daughter of the Phrygian king Odins, already promised to another, kidnaps her and, loved by her, refuses to give her back to her rightful husband. Celts and Frisians, united by faith in the same pagan traditions, unite against the despotic Norman.","With rhetorical excesses, Schaffer (Patton, general of steel) develops some themes in the Middle Ages that are dear to him, that of the hero in contrast with the times in which he lives and the ambiguous dialectic between civilization and barbarism.",0,2,0,2,1
3604,5509,Mohawk,1956,Western,80,United States,Kurt Neumann,"Scott Brady, Rita Gam, Lori Nelson",5.9,6.0,6.0,6,"In the mid-18th century, the painter Johnathan Adams rescues the daughter of the Indian chief Elk Rosso and becomes friends with the Mohawk tribe. But there is a shady figure plotting for the Indians to take over Fort Aldel's weapons, so that Adams is forced to put his brushes aside and take action.","Classic B-series western, however, quite interesting in the setting and not without some effective sequence.",0,3,1,1,0
3606,5513,Eve of Destruction,1991,Fantasy,99,United States,Duncan Gibbins,"Gregory Hines, Renée Soutendijk, Michael Greene, Kurt Fuller",6.3,6.0,7.0,9,"Like a fledgling Doctor Frankenstein, scientist Eve Simmons built Eve 8, an android identical to her, which she endowed with her own memories. So when Eve 8 escapes her control and begins to sow corpses, the task of stopping her becomes difficult, especially as the android is capable of causing a nuclear disaster. Together with the inventor, Colonel Jim McQuade, an expert in counter-terrorism, deals with it.","A mix of science fiction and psychological problems, which starts well but ends up keeping less than it seemed to promise. Technically fine, it suffers from some screenplay weaknesses.",1,2,1,2,1
3614,5526,Out for Blood,1992,Action,90,United States,Richard W. Munchkin,"Don 'The Dragon' Wilson, Shari Shattuck",6.5,5.0,8.0,5,"Attorney John Decker sees his wife and son killed before his eyes by a group of criminals. A martial arts expert and bent on uncovering the killers, Decker transforms into a ferocious executioner. An analyst, to whom the lawyer turns, shocked by the terrible trauma of the double murder, does not know that the man who asked for her assistance hides a double personality. his actions as a martial arts champion.",,0,2,0,1,0
3615,5528,The Evil That Men Do,1984,Action,90,United States,J. Lee Thompson,"Charles Bronson, Theresa Saldana, Joseph Maher",4.9,4.5,5.0,16,"Holland (Bronson), a retired killer, accepts the task of killing a certain Dr. Moloch who, in the service of a corrupt South American regime, commits atrocities of all kinds. Holland leaves for Guatemala, manages to get rid of Moloch's collaborators and lure him to a mine where, however, the miners themselves, victims of Moloch themselves, will carry out their revenge. Bronson was already sixty-three at the time and had already played the part of the executioner ad nauseam. Only for the most fanatical Bronson-addicted.",,0,1,0,1,0
3622,5545,Shadowchaser,1991,Fantasy,90,United States,John Eyers,"Meg Foster, Frank Zagarino, Paul Koslo, Joss Ackland, Ricco Ross",5.6,6.0,5.0,5,"The story is set in the United States, in the not too distant future. The President's daughter is kidnapped by some terrorists under the orders of an android who escaped from the laboratory where it was designed and built to order by the government. The ruthless criminals demand a ransom of fifty million dollars for the release of the hostage. The group is barricaded in a hospital; the federal agents laying siege to them believe that the best person to flush them out of their shelter may be the architect who designed the building. Sci-fi pretext for a normal action detective story with no particular signs.",,0,3,0,2,0
3628,5552,Evilspeak,1982,Horror,89,United States,Eric Weston,"R. G. Armstrong, Clint Howard, Joseph Cortese, Haywood Nelson",4.3,4.0,5.0,3,"Persecuted by his comrades from the military academy, a boy takes his revenge by evoking the damned soul of a Spanish priest from the Middle Ages.",,0,0,0,0,0
3634,5561,The Next Man,1976,Adventure,95,United States,Richard C. Sarafian,"Sean Connery, Cornelia Sharpe, Albert Paulsen, Adolfo Celi, Marco St. John, Ted Beniades, Charles Cioffi, Salem Ludwig, Holland Taylor",4.5,4.0,5.0,16,"The OPEC front risks being shattered by the initiative of some pro-Western Arab countries led by Saudi Arabia. Ryad's Foreign Minister Khalil Abdul (Connery) launches a proposal for an alliance between the Arab countries and the state of Israel at the UN. Khalil, however, has only the weapons of reason and the enlightened protection of the CIA on his side, insufficient to save him from the clutches of the ""hawks"", who also bring a woman of a thousand charms (Sharpe). The historical-political framework in which the love story between the protagonists takes place is of a sickly naivety. Connery, in the role of a pacifist messiah, is here reduced to the role of the ""white negro"" and somehow forced to renounce the disturbing interpretation of the Arab leader of The Wind and the Lion. Sarafian showed no signs of recovery after this injury.",,0,2,1,2,0
3653,5590,Blue Heat,1990,Action,115,United States,John Mackenzie,"Brian Dennehy, Joe Pantoliano, Jeff Fahey, Bill Payton",6.4,6.0,7.0,9,"Police Lieutenant Frank Daly is on the trail of a drug dealer. Daly is helped by a staff of young agents. Enraged because something always goes wrong in the investigation, he searches without a warrant a meat warehouse that serves as a cover for criminals. Suspended from service, after the death of one of his aides he resigns, followed by the others. Together they will continue the investigation outside the officialdom and will conclude it with a final battle where everything will be clarified: the good ones on one side, the bad ones on the other. Predictable action detective. Brian Dennehy is likeable, but everything in this movie has been really too much seen already.",,0,3,0,2,0
3663,5608,Something Evil,1972,Horror,73,United States,Steven Spielberg,"Sandy Dennis, Darren McGavin, Ralph Bellamy",7.3,7.25,7.0,7,"A little family buys a farm in Pennsylvania. Having taken possession of the house, however, its occupants notice the existence of strange phenomena: the house is infested with otherworldly presences who try to possess the woman and upset the life of the family.","Before making his big screen debut, Spielberg worked extensively for television. Witnesses of those years remain some films including this Something Evil, a horror in which some of the fantastic elements typical of much of his subsequent cinema are already present: from Close Encounters of the III type to Poltergeist produced by him. But in the draft state.",0,2,1,3,0
3672,5623,When Worlds Collide,1951,Fantasy,81,United States,Rudolph Maté,Richard Derr,7.3,8.33,6.0,14,"Two planets that have entered the orbit of the Earth, condemn the planet to imminent destruction. Naive science fiction produced by George Pal. Oscar for special effects, some of which still maintain a certain effectiveness today.",,0,0,0,0,0
3682,5640,Forty Guns,1957,Western,80,United States,Samuel Fuller,"Barbara Stanwyck, Barry Sullivan, Dean Jagger, John Ericson, Gene Barry",7.8,7.86,8.0,45,"A strong-willed landowner (Barbara Stanwyck) has bribed an assistant sheriff and rules Tombstone with her forty bravadoes. A federal agent (Barry Sullivan) goes to the scene to restore law and order. Samuel Fuller confirms himself as a robust innovator by breaking up many stereotypes of cinematic storytelling, not just westerns. The formal combination of daring sequence-shots and lightning-fast dramatic solutions is remarkable, while the screenplay (signed by the director himself) overturns the canonical balance of power between the sexes. The happy ending, as happened on other occasions, however, was imposed on Fuller by the production.",,0,0,0,0,0
