,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
4594,7074,The Terminator,1984,Fantasy,107,United States,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield, Brian Thompson, Lance Henriksen, Bess Motta, Bill Paxton",8.2,8.14,8.0,529,"A terminator, a deadly human-like machine, is sent from the future to kill Sarah. The woman's only fault: her son will become the leader of the resistance led by mankind against the machines that remained masters of the world after the nuclear catastrophe. Cameron's film draws attention to the truly breathtaking rhythm and the particular effectiveness of the special effects, spectacular but also functional to the narration. Born as a small science fiction film, the film became a cult movie and launched Schwarzenegger.",,1,4,1,3,1
8804,13671,Cyber-Tracker 2,1994,Action,90,United States,Richard Pepin,"Don 'The Dragon' Wilson, Stacie Foster, Tony Burton, Jim Maniaci",7.3,6.0,9.0,4,"Cyber ??Trackers are a new police force made up of indestructible androids. Those that our hero, Eric Phillips, finds himself fighting against are even more dangerous because they are programmed by a mad scientist named Carpenter. One of these, for example, with identical features to those of Eric's wife, kills the Governor of California on live television. Eric doesn't take it well.","Eric may not be happy, but Don ""The Dragon"" Wilson can't really complain. This will be at least his fortieth film and, for someone who only knows how to lead his hands and at most emit disjointed sounds, it is not a result to be thrown away.",0,2,0,1,0
13389,21553,Diplomatic Siege,1999,Action,86,United States,Gustavo Graef-Marino,"Peter Weller, Tom Berenger, Daryl Hannah, Adrian Pintea",2.7,2.0,3.0,4,"American agent Steve Mitchell is sent to Bucharest to neutralize a bomb located inside his country's embassy. To his surprise, Steve discovers that he is joined in this position by Erica Long, his former colleague and ex-girlfriend. The risks increase when a commando of Serbian terrorists attacks the embassy and takes the entire staff hostage. While Erica and Steve manage to escape, the man's 14-year-old son remains in the hands of the criminals.",A good cast does not save a film that should make tension its trump card.,0,2,0,1,0
20139,36699,Blood Diamond,2006,Adventure,143,United States,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Arnold Vosloo, Antony Coleman",7.2,7.3,7.0,309,"Sierra Leone, 1990s: Danny Archer, a former mercenary from Zimbabwe, and Solomon Vandy, a fisherman from Mende, search for a rare pink diamond. Journalist Maddy Bowen contacts Archer for an investigation into ""blood diamonds"", and all three embark on a perilous journey through rebel-controlled territory ...","Beyond the political aspect, the contents and the strong commitment of the film, the almost two and a half hours hold up the pace. In addition, the characters are multifaceted: the mercenary has a modernly ambiguous outline, and the journalist is shrewd enough to avoid demagogic traps.",0,4,4,4,0
5101,7828,Villa Rides,1968,Adventure,131,United States,Buzz Kulik,"Yul Brynner, Robert Mitchum, Charles Bronson, Maria Grazia Buccella",5.9,5.0,7.0,10,"The revolutionary Pancho Villa struggling with the traitor General Juerta. The revolutions seen by Hollywood are always ridiculous, but the cast is good. Peckinpah's script (who knows what it was like ...) was rewritten by Robert Towne.",,0,3,2,3,1
36053,170281,Life Like,2019,Fantasy,95,United States,Josh Janowicz,"Drew Van Acker, Addison Timlin, Steven Strait, James D'Arcy, Mark Famiglietti, Ellen Michelle Monohan, Lisann Valentin, Hilary Barraford, Nicholas Baroudi, Zealand Tallman",4.8,,5.0,16,"Sophie and James buy a robot to cook and clean in their new home. At first, the android Henry is quiet and hardworking but over time he begins to anticipate the couple's needs and desires. By meddling in the life of the owners, it will end up undermining their relationship.",,0,0,0,0,0
5707,8887,Tom Sawyer,1973,Adventure,104,United States,Don Taylor,"Johnnie Whitaker, Jeff East, Jodie Foster, Warren Oates",6.8,6.0,8.0,3,"Tom Sawyer and his friend Huck Finn witnessed the crime committed by a half-blooded Indian who, however, manages to put the responsibility for the fact of blood on another. At the trial, however, Tom unmasks the culprit, but the Indian escapes. During a school trip Tom discovers the Indian's hiding place (and treasure) in a cave ...",Musical version of Mark Twain's masterpiece. Among the other performers there is also a very young (and unrecognizable) Jodie Foster. A good one who guesses it,2,2,0,1,0
36121,170729,Call of the Wild,2020,Adventure,105,United States,Chris Sanders,"Harrison Ford, Dan Stevens, Omar Sy, Karen Gillan, Bradley Whitford, Jean Louisa Kelly, Colin Woodell, Cara Gee, Michael Horse, Adam Fergus",6.0,6.0,6.0,41,"A domesticated dog named Buck is stolen from his home in Santa Clara, California, and sold to freight haulers in the Yukon. He will find himself having to survive in the wild and cold nature of Alaska.",,0,0,0,0,0
36947,186083,Candyman,2021,Horror,91,United States,Nia DaCosta,"Yahya Abdul-Mateen II, Tony Todd, Nathan Stewart-Jarrett, Teyonah Parris, Colman Domingo, Cassie Kramer, Rebecca Spence, Nadia Simms, Brian King, Dan Fierro",5.0,4.5,5.0,7,"Allì, a university student, writes a thesis on the urban legends of the city of Chicago. Among these is also that of Candyman, a ghost who has a hook instead of a hand and who appears when his name is pronounced five times in front of a mirror.",,0,0,0,0,0
396,617,"Arise, My Love",1940,Adventure,118,United States,Mitchell Leisen,"Claudette Colbert, Ray Milland, Dennis O'Keefe, Walter Abel, Dick Purcell, George Zucco, Frank Puglia, Esther Dale",7.0,7.0,7.0,5,"Tom Martin has enlisted as a volunteer among the troops fighting against Franco in Spain. Captured, he is sentenced to death but is saved by the intervention of Christine, a war correspondent who pretends to be his wife and gets pardon. Discovered, the two flee to France and here they divide again: the war has in fact broken out and Tom enlists as a volunteer while Christine resumes her journalist activity. They will reunite when Tom is wounded and Christine gives up the front for good. War comedy with clear propaganda intent, dramatic moments and lots of funny interludes.",,2,2,0,1,0
8026,12523,Geronimo,1994,Western,115,United States,Walter Hill,"Wes Studi, Jason Patric, Gene Hackman, Robert Duvall, Matt Damon, Rodney A. Grant, Kevin Tighe, Steve Revis, Carlos Palomino, Victor Aaron",6.5,6.5,7.0,76,"In 1886, now alone with thirty-five Ciricahua Apaches to fight against a few thousand light cavalrymen of the United States Army, Geronimo surrenders: ""Do what you want with me."" The film reconstructs the last year of the epic, desperate resistance of the Native American warriors before the surrender, in a narrative filtered through the eyes of the young Lieutenant Gatewood, fresh from West Point. ""Dances with wolves"" has given new life to a genre, that of the ""good"" Indians, which seemed now extinct, but Walter Hill's film lacks warmth in its making, too sensitive to stylistic affectation and not very exciting.",,0,3,3,3,0
6612,10295,Without Warning,1980,Fantasy,90,United States,Greydon Clark,"Jack Palance, Martin Landau, Tarah Nutter, Cameron Mitchell",4.5,4.0,5.0,6,"Deep space aliens find Earth could be a wonderful game reserve. To humans, of course. The first ""game"" is held in an isolated mountainous region of the United States. Very disappointing, with the participation of some Hollywood veterans.",,0,0,0,0,0
9395,14709,Independence Day,1996,Fantasy,144,United States,Roland Emmerich,"Bill Pullman, Jeff Goldblum, Will Smith, Mary McDonnell, Robert Loggia",5.3,5.13,6.0,285,"Huge ""unidentified objects"" appear in the sky. The methodical destruction of the great cities of the Earth begins, and all seems lost until the American president himself gets on a plane and goes to fight the aliens. Together with him a weird scientist and a brave pilot will save the planet.","From the same director and producer of ""Stargate"", the ""big movie"" of 1996. Programmed, only in Italy, in 520 screens, it was preceded by a colossal hype, as are the special effects and the Americanate of the screenplay. A mammoth and smashing toy, made on purpose to break the box office and give an answer - too little ironic - to the pro-alien mysticism of Spielberg's brand.",1,3,1,3,0
10116,15895,Con Air,1997,Action,115,United States,Simon West,"Nicolas Cage, John Cusack, John Malkovich, Steve Buscemi, Rachel Ticotin",6.4,6.79,6.0,147,"Con Air is an airplane that every year transports criminals who must be tried, hospitalized or transferred to other prisons. When a group of the most dangerous and well-known prisoners in the US prison system is about to be transferred to a maximum security prison, Cameron Poe, bailed out, gets a ride on the plane. Cameron is eager to see his wife again and does not want to miss his daughter's eighth birthday, but remains involved in the hijacking by Cyrus ""The Virus"" Grissom.","Gased by the success of ""The Rock"", the Hollywood creators of explosive mixtures with high noise pollution, they step on the accumulation pedal. And so the bad guys become six, eight, ten; and the good ones at least two, even if marked by small shades of the heart. The result is a sort of videogame in which the categorical order is: ""Smash everything you come across!"". The parody by Anthony Hopkins of ""The Silence of the Lambs"" made by Steve Buscemi is irresistible.",2,2,0,2,0
1602,2445,Dune,1984,Fantasy,137,United States,David Lynch,"Kyle MacLachlan, Silvana Mangano, José Ferrer, Sting, Francesca Annis, Jürgen Prochnow, Brad Dourif, Linda Hunt, Freddie Jones, Richard Jordan, Virginia Madsen, Sean Young, Everett McGill, Leonardo Cimino",6.0,5.63,6.0,250,"In the year 10.191, the powerful Space Guild entrusted the Atreides family with the government of the powerful planet Dune, a completely inhospitable but important reserve of the ""melange"", a drug that has the fabulous power to extend life in an extraordinary way. However, the Atreides are destroyed by the evil and ruthless Baron Arkonnen; survives, together with his mother, only the young Paul, who has inherited extraordinary powers from his father ...","From the famous saga signed by Frank Herbert, here is a real cult destined for all fans of director David Lynch, who moves with ease between science fiction and mystical instances. Widely manipulated by the producer De Laurentiis, and therefore full of discontinuities (after all the events of the Herbert saga were exterminated), it nevertheless maintains happy moments.",0,2,2,2,0
29978,70805,The Remaining,2014,Horror,88,United States,Casey La Scala,"Johnny Pacar, Shaun Sipos, Bryan Dechart, Alexa PenaVega, Italia Ricci, Liz E. Morgan, John Pyper-Ferguson, Kim Pacheco, Hayley Lovitt, Erin Murphy",4.9,5.0,5.0,11,"Friends are preparing for Skylar and Dan's wedding when, as the apocalypse breaks out on Earth, they witness a series of events that endanger their own lives. In search of shelter, they will have to confront an army of nocturnal creatures they have never heard of before, understand what is happening in them and find a way to survive the new world order.",,0,0,0,0,0
3459,5301,The Tall Stranger,1958,Western,81,United States,Thomas Carr,"Joel McCrea, Virginia Mayo, Barry Kelly",6.3,6.0,7.0,7,"A Northern veteran defends a caravan which he joined by chance. Played by Joel McCrea, a specialist in the genre and based on a novel by Louis L'Amour.",,0,0,0,0,0
11168,17760,X-Files The Movie,1998,Fantasy,110,United States,Rob Bowman,"Gillian Anderson, David Duchovny, John Neville, Martin Landau",6.2,6.5,6.0,72,"Thirty-five thousand years ago a group of stonemen awakened a bloodthirsty creature imprisoned in a cave surrounded by ice with the heat of their torches. Today in the same cave disappears first a boy, then four firefighters who have been called. As the authorities try to hide what happened, Dana Scully and Fox Mulder begin their investigation.","Directed by Rob Bowman, who has 23 episodes of the television serial to his credit, the film is a big-screen puntatona, with one of the most blatantly open endings in the history of cinema. Soundtrack that Sting and Bjork, Noel Gallagher and the Cure can afford, but which - despite the theme (among other old men) - finds it hard to infect, to thicken arcane and enigmas. Only for teleaficionados.",0,2,1,2,0
2351,3564,The Towering Inferno,1974,Action,165,United States,John Guillermin,"Steve McQueen, Paul Newman, Faye Dunaway, William Holden, Robert Vaughn, Fred Astaire, Susan Blakely, Richard Chamberlain, Jennifer Jones, O.J. Simpson, Robert Wagner, Susan Flannery",7.3,7.25,7.0,151,"A skyscraper was built in San Francisco: a 138-story high crystal tower. The inauguration party takes place in the panoramic hall, on the top floor of the building, but a short circuit, which occurred due to the savings made by the manufacturer on the materials used, unleashes a real hell.","The film was a milestone in the catastrophic genre, which has recently returned to fashion. Cast with all stars, very big productive commitment, effects, for the time, highly spectacular, breathtaking suspense are the ingredients of a show, perhaps taken for granted, but still compelling today.",0,3,0,3,0
14697,23786,Eight Legged Freaks,2002,Fantasy,99,United States,Ellory Elkayem,"David Arquette, Kari Wuhrer, Scott Terra, Scarlett Johansson",4.8,5.0,5.0,61,Small spiders contaminated with toxic products grow out of all proportion and soon spread terror in a small mining town. Resistance against eight-legged invaders is entrusted to engineer Chris McCormick and Sheriff Sam Parker.,"Suspended between tension and humor, the film rather than the classics of science fiction of yesteryear would like to recall the spirit, already cinephile itself, of the first Joe Dante. But without pretensions, without sociological imagination. The funniest part are the spiders chasing the motorcycles in the desert, like in a hybrid between various strands of the former B series.",2,2,1,2,0
8660,13441,Pet Sematary 2,1992,Horror,100,United States,Mary Lambert,"Edward Furlong, Antony Edwards, Clancy Brown, Jared Rushton, Fred Gwynne",4.5,4.0,5.0,22,"After the death of his mother who was starring in a horror film, 13-year-old Geoff Matthews moves with his father from Los Angeles to the town of Ludlowe. Here the boy has problems with the bully Clyde, while instead he makes friends with the same age Drew, who hates his stepfather, Gus. And Gus, one day, kills Drew's little dog. It is the beginning of an endless series of nightmarish events.","The first ""Living Graveyard"" was based on a Stephen King short story and it worked. We wanted to give it a follow-up, but, apart from a few marginal ideas, the results are far below those of the original film. As it often happens.",1,2,0,2,1
34303,149097,The Hurricane Heist,2018,Action,105,United States,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler, Christian Contreras, Jimmy Walker, Ed Birch",4.8,4.5,5.0,30,"As a hurricane of gigantic proportions approaches, a team of thieves infiltrates a secret facility on the US coast to attempt a blow to the US Treasury. A hurricane hunter and a Treasury agent will try to stop them.",,0,0,0,0,0
9926,15554,The Shooter,1995,Action,102,United States,Ted Kotcheff,"Dolph Lundgren, Maruschka Detmers, Assumpta Serna, Gavan O'Herlihy",5.3,6.0,5.0,11,"Someone killed the Cuban ambassador to the United Nations. American officer of Czech origin Mickey Dane is given the task of traveling to Prague and capturing Simone Rosset, the alleged killer who runs a restaurant in that city. Mickey tracks her down. But the woman claims she retired from the killer business and has not left the Czech capital for the past five years.",Kotcheff is one who is not afraid of anything and makes at least two chase sequences as the god of cinema commands. What do you want it to matter if the script doesn't stand up?,0,2,0,1,0
29495,67479,Before I Wake,2016,Horror,97,United States,Mike Flanagan,"Kate Bosworth, Thomas Jane, Jacob Tremblay, Annabeth Gish, Dash Mihok, Rigby Flanagan-Bell, Scottie Thompson, Antonio Evan Romero, Kyla Deaver, Courtney Bell, Lance E. Nichols, Justin Gordon, Jason Alan Smith",5.7,5.45,6.0,81,"Jessie and Mark lose their only child and to try to overcome the pain they take with them the little Cody, who was orphaned following the death of his mother. Loving like all children, however, Cody does not like to sleep: every time he falls asleep, his dreams and nightmares take shape and manifest themselves physically, bringing with them false hopes and demonic presences.",,0,2,2,2,0
32527,123294,The Dark Tower,2017,Fantasy,95,United States,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Tom Taylor, Katheryn Winnick, Claudia Kim, Jackie Earle Haley, Abbey Lee, Fran Kranz",4.3,4.14,4.0,89,"Gunfighter Roland Deschain (Idris Elba) is sentenced to an eternal battle against Walter O'Dim, known as the Man in Black (Matthew McConaughey), to prevent the collapse of the Dark Tower, which holds the universe together. At stake is the fate of the world: good and evil will collide in an extreme battle and only Roland will be able to defend the Tower from the Man in Black.",,0,0,0,0,0
15473,25119,Final Destination 2,2003,Horror,90,United States,David R. Ellis,"A.J. Cook, Ali Larter, Michael Landes, Jonathan Cherry, Sarah Carter",6.2,6.14,6.0,145,"Clear Rivers, the sole survivor of the flight 180 accident, lives locked up, of her own free will, within the walls of a psychiatric hospital. She is terrified of Death coming to claim her, as she did with all her friends, and perhaps she is right. Meanwhile, Kimberly Corman, intent on spending a weekend out of town, helplessly witnesses a terrible accident, but it could be just a vision or a warning ...","_Final Destination 2_ is far better than the previous one. More serious (which does not mean without irony), more fun, more gory. Unstoppable, it has been a long time since we witnessed a product of a major that sank its feet in the splatter with such impetuousness: the murders spray blood like fountains, the bodies of the victims are tortured, blasted, sliced ??with a taste that fans will like as a manna. But it's neither gloomy nor leaden, rather it's like a cartoon.",0,3,1,3,0
18205,30693,Millennium,1989,Fantasy,108,United States,Michael Anderson,"Kris Kristofferson, Cheryl Ladd, Daniel J. Travanti, Robert Joy",6.1,7.0,5.0,9,"Investigating the causes of an air disaster, Detective Bill Smith discovers that some individuals from the future are involved in the affair, determined to avert the irreparable ecological catastrophe to which the Earth seems destined ...","From a novel by John Varley, a film attributable to the ""committed"" science fiction trend.",0,2,1,2,0
3196,4866,The Shadow Riders,1982,Western,91,United States,Andrew V. McLaglen,"Tom Selleck, Sam Elliott, Ben Johnson, Geoffrey Lewis, Jeff Osterhage",5.4,6.0,5.0,6,"Returning from the Secession war, fought on opposite sides, two brothers discover that their family has been kidnapped; thus they set out on the trail of relatives. TV meatloaf based on a novel by Louis L'Amour. The director, son of actor Victor McLagen, a favorite of John Ford, makes use of two other ""Fordians"" such as Harry Carey jr. and Ben Johnson.",,0,0,0,0,0
6046,9397,Posse,1993,Western,112,United States,Mario Van Peebles,"Mario Van Peebles, Stephen Baldwin, Charles Lane, Billy Zane, Isaac Hayes, Pam Grier",6.5,6.0,7.0,8,"Take a group of buffalo soldiers, black soldiers used by the US military in the 1894 war against Spain, add the infallible gunslinger Jesse Lee (Mario Van Peebles), the white Little J, plus a few deserters and you have a posse. That is a group of bastards determined to move to Freemanville despite the opposition of their former commander, Colonel Graham. Director and actor Van Peebles continues to disappoint. Here he wanted to make the first ""all black"" western in the history of cinema and instead he only made any white western, casually played by black actors.",,0,2,2,2,0
278,441,Android,1982,Fantasy,80,United States,Aaron Lipstadt,"Klaus Kinski, Don Keith Opper, Brie Howard, Norbert Weisser, Crofton Hardester, Kendra Kirchner, Gary Corarito, Mary Ann Fisher, Darrell Larson",7.0,8.0,6.0,15,"In 2036, following a rebellion in Germany, androids are banished from planet Earth. In a space base, Dr. Daniel (Klaus Kinski), mad scientist aided by the young android Max 404, is clandestinely developing Cassandra, a perfect female prototype. The sudden arrival of three fugitives, Keller, Mendes and Maggie, who are wanted by the space police, complicates Daniel's life. The twists and turns follow one another, until the three are killed. Rhythm, constant tension and good found, with a Kinski in great shape.",,0,3,0,3,1
4264,6545,Silverado,1985,Western,135,United States,Lawrence Kasdan,"Kevin Costner, Kevin Kline, Scott Glenn, Danny Glover, Marvin J. McIntyre, Jeff Goldblum, Linda Hunt, Lynn Whitfield, Rosanna Arquette, Rusty Meyers, Brian Dennehy",6.8,6.87,7.0,107,"Four fellow adventurers, former prisoners but nice and generous, are headed to Silverado, in the Far West: Emmett and his brother Jake, Paden and Mal, a black man. Arriving at their destination, they find that Mal's father has been killed and his land occupied by a landowner, backed by the sheriff. In addition, Emmett's brother-in-law is also killed: there is enough to trigger the reaction of our heroes. Kasdan tries to resurrect the western in the middle of the eighties, aiming to involve the younger audience. But his film, although at times compelling, has an inevitable archaeological and melancholy background.",,2,3,1,2,0
14795,23980,Critters 4,1991,Horror,100,United States,Rupert Harvey,"Don Keith Opper, Anders Hove, Angela Bassett, Paul Whitthorne",4.9,6.0,4.0,6,"Shortly before destroying the last two Critters eggs, Charlie learns that the extinction of the breed is considered illegal. Then, due to a misunderstanding, Charlie gets lost in space, and only after several years is he found by Rick and his men. Intrigued, Rick opens the egg box: there is new work for Charlie ...",,1,2,0,2,0
194,316,Colorado Territory,1949,Western,93,United States,Raoul Walsh,"Joel McCrea, Virginia Mayo, Dorothy Malone, Henry Hull, John Archer, James Mitchell, Morris Ankrum, Basil Ruysdael, Frank Puglia",8.0,8.11,8.0,30,"Bandit Wes McQueen (McCrea) escapes a Missouri prison and joins his old gang, arranging a heist. The idea is to storm a train loaded with dollars. Sensing the moves of old friends, he teams up with Colorado (Mayo) and gets away with it.","Beautiful western remake of ""A Bullet for Roy"" by Walsh himself. It is an example of an adult western, mixed with furious romanticism and with a tension that never subsides. The setting of the finale is splendid.",0,3,0,2,0
36295,172337,The Old Guard,2020,Action,118,United States,Gina Prince-Bythewood,"Charlize Theron, Chiwetel Ejiofor, Matthias Schoenaerts, Luca Marinelli, Kiki Layne, Marwan Kenzari, Anamaria Marinca, Harry Melling, Veronica Ngo",5.0,4.67,5.0,44,"For centuries, the mortal world has been protected by an underground group led by a warrior named Andy (Charlize Theron). Inside there are mercenaries who are very close to each other and who strangely cannot die. During an urgent mission, the extraordinary abilities of team members suddenly become public. Now it's up to Andy and the latest arrival Nile (Kiki Layne) to help the team avert the danger posed by those who, at any price, intend to replicate and economically exploit this gift.",Based on the famous comic by Greg Rucka.,0,0,0,0,0
10180,15996,Air Force One,1997,Action,123,United States,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",4.6,4.13,5.0,120,"James Marshall, President of the United States, known for his determination to fight terrorists is holding a conference congratulating the capture of the dangerous General Radek, a dictator who terrorizes a state born from the dissolution of the Soviet empire. While the President is flying on Air Force One with his wife and daughter, the plane is hijacked by a group of terrorists loyal to General Radek.","Clear model: ""Delta Force"" with Chuck Norris, crossed with massive doses of familiar-popular sentimentality at the ""Airport"" and demented touches (who knows if volunteers) at the ""Craziest Plane in the World"". A well thought-out action toy, unfortunately slowed down by the Teutonic grandeur of Wolfgang Petersen, who continues to be in love with U-Boats (even if of the air) and pompous state meetings. It is useless to dwell on ideological narrow-mindedness, when cinematic narrow-mindedness is so irremediable.",0,2,0,1,0
1906,2893,Arrow In the Dust,1954,Western,95,United States,Lesley Selander,"Sterling Hayden, Coleen Gray, Keith Larsen, Tom Tully, Jimmy Wakely, Tudor Owen, Lee Van Cleef, John Pickard, Carleton Young",6.0,6.0,6.0,11,"After deserting the United States cavalry, he returns to illegally dress the uniform to lead a caravan persecuted by Indians to safety to Fort Laramie. The heroic mission ends up rehabilitating him for all to see.","A western by trade, starring Sterling Hayden, Hollywood tough, redeemed in the end.",0,2,0,2,0
5428,8401,The Last Boyscout,1991,Action,105,United States,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field, Danielle Harris",7.1,7.22,7.0,165,"As a secret agent he had saved the President but now, fallen from grace, Detective Joe Hallenbeck lives for the day and is abandoned by his wife and daughter, because he has made a mistress. In addition, the black stripper Corey, who was supposed to protect, is killed. Together with Corey's boyfriend Jimmy Dix, he sets out in search of the killers. The two thus end up on the trail of a shady businessman who will be able to unmask only after daring chases and breathtaking actions. Bruce Willis seems to have specialized in tough but easy-to-beat detective roles. And it is precisely the irony with which the story is dealt with the aspect that differentiates this film from others of the genre.",,1,3,0,2,0
33069,136731,Alita: Battle Angel,2019,Fantasy,121,United States,Robert Rodriguez,"Rosa Salazar, Keean Johnson, Christoph Waltz, Jennifer Connelly, Mahershala Ali, Ed Skrein, Michelle Rodriguez, Eiza González, Lana Condor, Jorge Lendeborg Jr.",6.4,6.29,6.0,100,"XXVI century. Alita (Rosa Salazar) is a cyborg who is discovered in a junk yard by Dr. Daisuke Ido (Christoph Waltz). With no recollection of her previous life, except for the incredible martial arts training memorized by her body, Alita becomes a ruthless bounty hunter, on the trail of the world's worst criminals.",,0,0,0,0,0
37479,198060,Saving Flora,2019,Adventure,95,United States,Mark Drury Taylor,"Jenna Ortega, Martin Martinez, David Arquette, Leonor Varela, Galen Howard, Tom Arnold, Rhea Perlman, Guilford Adams, Carlos Ragas, Mars Crain",5.0,,5.0,6,"Flora is a circus elephant who can no longer perform and complete her numbers. The night before her planned killing, 14-year-old Dawn, daughter of the circus owner, takes the animal away with one goal in mind: to lead her to the nearest reservation. To separate them from the final destination are two hundred kilometers of woods, a rushing river, two elephant hunters and the fear of not making it.",,0,0,0,0,0
11345,18060,Lost in Space,1998,Fantasy,105,United States,Stephen Hopkins,"William Hurt, Mimi Rogers, Gary Oldman, Matt LeBlanc, Heather Graham, Lacey Chabert, Jack Johnson",4.3,4.0,5.0,80,"The spaceship Jupiter 2, under the command of Major Don West, leaves for Alpha Prime, the only planet capable of hosting human beings in the entire galaxy. During the voyage, the spacecraft is sabotaged by Dr. Zacharias Smith, intent on making the project fail. When the Jupiter deviates from her course, the Robinson family, housed on board, must work as a team to save the day.","In September 1965, CBS aired the first episode of ""Lost in Space"", a fun science fiction sitcom. The film version fails to recover the wholesome madness of the TV model.",1,2,0,1,0
37010,187015,The Empty Man,2020,Horror,137,United States,David Prior,"James Badge Dale, Stephen Root, Marin Ireland, Joel Courtney, Virginia Kull, Jessica Matten, Robert Aramayo, Samantha Logan, Owen Teague, Aaron Poole, Ron Canada, Evan Jonigkeit",4.0,3.0,5.0,11,"A group of teenagers mysteriously disappear in a small Midwestern town. Locals believe that an old urban legend is to blame. While conducting his investigation, a retired policeman discovers that a secret sect is attempting to summon a terrifying supernatural entity. Soon his life and that of those around him will be in grave danger.",,0,0,0,0,0
12514,20035,The Avenging Angel,1995,Western,92,United States,Craig R. Baxley,"Tom Berenger, Charlton Heston, James Coburn, Kevin Tighe",6.1,6.0,6.0,7,"Utah, 1850. The ""Mormon"" state is experiencing a moment of profound crisis. Mormons and ""Gentiles"" (ie Christians) have long been at loggerheads over the division of land. One of the leaders of the religious community, considered a kind of prophet, preaches peaceful coexistence, but a gang of murderers condemns him to death. In his defense, however, a very skilled gunslinger.","A curious western for television directed by a usually vulgar director (he made _An unconventional weapon_), which perhaps finds a congenial dimension on the small screen. Cast of old glories of the Frontier imagination.",0,2,0,2,0
29648,68882,Age of Dinosaurs,2013,Fantasy,88,United States,Joseph J. Lawson,"Treat Williams, Ronny Cox, Jillian Rose Reed, Joshua Michael Allen, Max Aria, Johannes Goetz, Julia Paul, Arthur Richardson, Jose Rosete, Laura Tuny",2.4,,2.0,7,"Using revolutionary technology, a biotech company creates a series of living dinosaurs. But when the creatures flee from an exhibition terrorizing the city of Los Angeles, a former firefighter must work to save his daughter from the chaos created.",,0,0,0,0,0
5134,7885,Waco,1966,Western,85,United States,R. G. Springsteen,"Howard Keel, Jane Russell, Brian Donlevy, Wendell Corey, Terry Moore",5.8,6.0,6.0,3,"Waco, a former outlaw turned sheriff, brings law and order back to the town of Emporia. A quiet western routine.",,0,2,0,1,0
12446,19885,The Land Unknown,1957,Fantasy,78,United States,Virgil W. Vogel,"Jock Mahoney, Shawn Smith, Henry Brandon, William Reynolds",6.4,6.0,7.0,7,"A group of American scientists while exploring Antarctica aboard a helicopter is forced by a storm to land in a foggy area. Alan, the leader of the expedition, ascertains that the terrain is volcanic in nature and that the area is inhabited by prehistoric monsters. Using the helicopter's engine, the explorers are able to keep away the monsters that attack them and manage to land. A journalist who is part of the group is kidnapped by a man dressed in furs.","Small, fascinating example of 1950s American science fiction. Great professionalism, naive but fun special effects.",0,2,0,3,0
28715,62799,Trilogia del terrore,1975,Horror,72,United States,Dan Curtis,"Karen Black, Robert Burton, John Karlen, George Gaynes, Jim Storm, Gregory Harrison, Kathryn Reynolds, Tracy Curtis, Orin Cannon",6.8,6.5,7.0,23,"Three episodes. Julie: a teacher is being blackmailed by a student who is a little too enterprising; Millicent and Therese: two sisters with very different personalities torment each other, involving their doctor; Amelia: an American woman buys a voodoo doll to give to her new boyfriend, an anthropology teacher.","Three stories taken from as many short stories by the American writer Richard Matheson (who personally scripts the third episode). The common thread is also given by the presence of the actress Karen Black, who plays all the female characters.",0,1,2,2,0
8821,13710,Quantrill's Raiders,1958,Western,68,United States,Edward Bernds,"Steve Cochran, Diane Brewster, Leo Gordon, Gale Robbins, Will Wright",6.0,6.0,6.0,4,"A Southern captain has the task of destroying an arsenal in the town of Lawrence: to carry out the mission, he asks for help from the bandit William Clarke Quantrill ...","A series B western, quite predictable. The previous year, Steve Cochran had interpreted _The cry_ by Michelangelo Antonioni.",0,2,0,1,0
9698,15134,Dragonslayer,1982,Fantasy,104,United States,Mattew Robbins,"Peter Mac Nicol, Caitlin Clarke, Ralph Richardson, John Allam",6.6,6.25,7.0,23,"A kingdom beyond time and space is haunted by a terrible dragon that demands the sacrifice of a girl from the country every year. The unfaithful sovereign is unable to resist, and then a girl turns to a powerful wizard who dies before being able to help. His helper only manages to get the dragon to go wild. The king's daughter offers herself for the sacrifice, but ...","From ancient Celtic legends, a classic escape film. From time to time the story takes on a hint of humor: if he had pressed more on the adventure pedal, the film would certainly have earned it.",1,2,1,1,1
